s.no,topic,title,url
716,Kotlin,Kotlin Tutorial,https://www.youtube.com/watch?v=H_oGi8uuDpA
717,Kubernetes,Learn DevOps: The Complete Kubernetes Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-devops-the-complete-kubernetes-course/
718,Kubernetes,Certified Kubernetes Application Developer,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/certified-kubernetes-application-developer/
719,Kubernetes,Tasks: Kubernetes Official Docs,https://kubernetes.io/docs/tasks
720,Kubernetes,Learn Kubernetes using Interactive Browser-Based Scenarios,https://www.katacoda.com/courses/kubernetes
721,Kotlin,Android Development with Kotlin,https://www.youtube.com/watch?v=A2LukgT2mKc
722,Kotlin,Kotlin for Distributed Architecture,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/kotlin-for-java-developers
723,Kotlin,Advanced Kotlin Programming,https://www.safaribooksonline.com/library/view/advanced-kotlin-programming/9781491964149
724,Kubernetes,Kubernetes Tutorial,https://vimeo.com/245778144/4d1d597c5e
725,Kubernetes,Introduction to Kubernetes,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/introduction-kubernetes-linuxfoundationx-lfs158x
726,Kotlin,Learn Kotlin while developing an Android App,https://medium.com/@juanchosaravia/learn-kotlin-while-developing-an-android-app-introduction-567e21ff9664
727,Kotlin,Kotlin Tutorial (official docs),https://kotlinlang.org/docs/tutorials/
728,Julia,Getting Started with Julia,https://www.packtpub.com/application-development/getting-started-julia
729,Julia,Introducing Julia,https://en.wikibooks.org/wiki/Introducing_Julia
730,Julia,Mastering Julia,https://www.packtpub.com/application-development/mastering-julia
731,Laravel,Laravel 5 Fundamentals,https://laracasts.com/series/laravel-5-fundamentals
732,Laravel,Laravel 5.4 From Scratch,https://laracasts.com/series/laravel-from-scratch-2017
733,Linux System Administration,Linux by HakTuts,http://haktuts.github.io/Linux.html
734,Linux System Administration,Learn the ways of Linux,https://linuxjourney.com/
735,Linux System Administration,Linux System Administration Basics,https://www.linode.com/docs/tools-reference/linux-system-administration-basics/
736,Linux System Administration,Bash Reference Manual,https://tiswww.case.edu/php/chet/bash/bashref.html
737,Linux System Administration,Learn Linux in 5 Days,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-linux-in-5-days/
738,Linux System Administration,Advanced Bash-Scripting Guide,http://www.tldp.org/LDP/abs/html/
739,LaTeX,LaTeX - Wikibooks,http://en.wikibooks.org/wiki/LaTeX
740,LaTeX,LaTeX A-Z: From Beginner to Advance in Less Than 3 hours,https://www.simpliv.com/developmenttool/latex-a-z-from-beginner-to-advance-in-less-than-3-hour
741,LaTeX,Procesamiento de textos con LATEX I,https://sindominio.net/ayuda/latex/sdlatex.pdf
742,LaTeX,Guía rápida de LaTeX,http://nokyotsu.com/latex/guia.html
743,Linux System Administration,Bash Scripting and Shell Programming,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/bash-scripting/
744,Linux System Administration,Introduction to Linux,https://training.linuxfoundation.org/linux-courses/system-administration-training/introduction-to-linux
745,Linux System Administration,The Linux Command Line,http://linuxcommand.org/tlcl.php
746,LESS,Getting Started with LESS - Beginner Crash Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/getting-started-with-less-beginner-crash-course/
747,LESS,LESS - Getting Started (official docs),http://lesscss.org/
748,LESS,Less CSS Tutorials for Beginners,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGCshbAx1JpBtNoKh8iKAAiy
749,LaTeX,La introducción no-tan-corta a LATEX 2,http://osl.ugr.es/CTAN/info/lshort/spanish/lshort-a4.pdf
750,LaTeX,LATEX Para Las Humanidades,http://rt0016xp.eresmas.net/lplh/latex-humanidades.pdf
751,LaTeX,Una Descripcion de LATEX ,http://www.profesores.frc.utn.edu.ar/electronica/teoriadeloscircuitosi/material/ldesc2e.pdf
752,Linux System Administration,Внутреннее устройство ядра Linux,https://www.intuit.ru/studies/courses/16499/1298/info
753,Linux System Administration,Introduction to Linux,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/introduction-linux-linuxfoundationx-lfs101x-1
754,LESS,Learn HTML and CSS3 by Building a Newsletter Designed with LESS,https://www.eduonix.com/courses/Web-Development/learn-html-and-css3-by-building-a-newsletter-designed-with-less
755,LESS,The Beginner’s Guide to Learning Less,https://1stwebdesigner.com/learning-less/
756,Laravel,Laravel and Redis Series,https://www.youtube.com/playlist?list=PLXM5y5j_b0mMdVF5p_2ug_b5tWqah_tfJ
757,Laravel,Laravel 5: What's new?,https://www.youtube.com/playlist?list=PLfdtiltiRHWG9NCBuCzAEs14hRbND7MZ0
758,Laravel,Laravel 5.3 for Beginners,https://www.youtube.com/playlist?list=PL3ZhWMazGi9IYymniZgqwnYuPFDvaEHJb
759,LaTeX,A step-by-step LATEX tutorial,http://www.latex-tutorial.com/tutorials/
760,Machine Learning,Machine Learning Recipes with Josh Gordon,https://www.youtube.com/playlist?list=PLOU2XLYxmsIIuiBfYad6rFYQU_jL2ryal
761,Machine Learning,Machine Learning Specialization,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/machine-learning
762,Machine Learning,Deep Learning Prerequisites: The Numpy Stack in Python,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/deep-learning-prerequisites-the-numpy-stack-in-python/
763,Machine Learning,Machine Learning with Python,https://www.youtube.com/playlist?list=PLQVvvaa0QuDfKTOs3Keq_kaG2P55YRn5v
764,Machine Learning,Deep Learning,http://www.deeplearningbook.org/
765,Machine Learning,Intro to Machine Learning,https://www.udacity.com/course/intro-to-machine-learning--ud120
766,Machine Learning,Python for Data Science and Machine Learning Bootcamp,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/python-for-data-science-and-machine-learning-bootcamp/
767,Machine Learning,Deep Learning and the Game of Go,https://www.manning.com/books/deep-learning-and-the-game-of-go?a_aid=hackrio
768,Machine Learning,Machine Learning (Stanford University),https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/machine-learning
769,Machine Learning,Machine Learning A-Z: Hands-On Python & R In Data Science,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/machinelearning/
770,Lisp,On Lisp,http://paulgraham.com/onlisp.html
771,Lisp,Common LISP: A Gentle Introduction to Symbolic Computation,https://www.cs.cmu.edu/~dst/LispBook/
772,Lisp,Lisp Tutorial,https://www.youtube.com/watch?v=ymSq4wHrqyU
773,Lisp,Common Lisp: An Interactive Approach,https://www.cse.buffalo.edu/~shapiro/Commonlisp/
774,Lua,Learn X in Y minutes Where X=Lua,https://learnxinyminutes.com/docs/lua/
775,Lua,Lua Tutorial,http://lua-users.org/wiki/LuaTutorial
776,Lua,Learn Lua in 15 Minutes,http://tylerneylon.com/a/learn-lua/
777,Lua,Programming in Lua,https://www.amazon.com/exec/obidos/ASIN/8590379868/?tag=hackr-20
778,Lisp,Learning Lisp,http://www2.cs.sfu.ca/CourseCentral/310/pwfong/Lisp/
779,Lisp,Common Lisp Tutorial,http://www.shedai.net/ai/tutorial.html
780,Lisp,Let Over Lambda,http://letoverlambda.com/index.cl/toc
781,Lisp, Practical Common Lisp,http://www.gigamonkeys.com/book/
782,Lisp,Lisp Quickstart,http://cs.gmu.edu/~sean/lisp/LispTutorial.html
783,Lisp,Common Lisp Koans (Exercises),https://github.com/google/lisp-koans
784,Machine Learning,Neural Networks and Deep Learning,http://neuralnetworksanddeeplearning.com
785,Lua,Lua for Programmers,http://nova-fusion.com/2012/08/27/lua-for-programmers-part-1/
786,Mathematics For Computer Science,Become a Calculus 1 Master,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/calculus1
787,Mathematics For Computer Science,Mathematics For Computer Science - MIT,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-fall-2010
788,Mathematics For Computer Science,Notes on Discrete Mathematics,http://home.iitk.ac.in/~arlal/book/mth202.pdf
789,Mathematics For Computer Science,Maths For Programmers,https://www.freecodecamp.org/news/beaucarnes/maths-for-programmers--09iy8H6lC
790,Mathematics For Computer Science,Essence of Linear Algebra,https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab
791,Meteor,Meteor and React for Realtime Apps,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/meteor-react-tutorial/
792,Meteor,Introduction to Meteor.js Development,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/meteor-development
793,Meteor,Create Web Apps with Meteor & React,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/create-web-apps-with-meteor-react/?couponCode=NOVESP_27
794,Meteor,Meteor in Action,https://www.amazon.com/Meteor-Action-Stephan-Hochhaus/dp/1617292478/?tag=hackr-20
795,Meteor,Getting started with Meteor.js,http://joshowens.me/getting-started-with-meteor-js/
796,MATLAB,MATLAB Tutorials,https://www.youtube.com/playlist?list=ELOcIuKMFq2wc
797,MATLAB,MATLAB tutorial videos (MATLAB official),https://www.mathworks.com/products/matlab/videos.html
798,MATLAB,Learn MATLAB with Image Processing from Scratch,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=http://www.udemy.com/matlabipt
799,MATLAB,Complete MATLAB Tutorial: Go from Beginner to Pro,https://www.simpliv.com/developmenttool/complete-matlab-tutorial-go-from-beginner-to-pro
800,MariaDB,MariaDB Training & Tutorials (official docs),https://mariadb.com/kb/en/library/training-tutorials
801,MariaDB,Getting Started with MariaDB,https://www.amazon.com/Getting-Started-MariaDB-Daniel-Bartholomew/dp/1785284126/?tag=hackr-20
802,MariaDB,MariaDB High Performance,https://packtpub.com/application-development/mariadb-high-performance
803,MariaDB,MariaDB for MySQL Users,https://www.lynda.com/MariaDB-tutorials/Understanding-MariaDB-MySQL-Users/175600-2.html
804,Mathematics For Computer Science,Essence Of Calculus,https://www.youtube.com/playlist?list=PLZHQObOWTQDMsr9K-rj53DwVRMYO3t5Yr
805,Mathematics For Computer Science,Linear Algebra: An In-Depth Introduction with a Focus on Applications,https://www.youtube.com/playlist?list=PLlXfTHzgMRUKXD88IdzS14F4NxAZudSmv
806,Mathematics For Computer Science,StatQuest Tutorial Series,https://www.youtube.com/playlist?list=PLblh5JKOoLUIcdlgu78MnlATeyx4cEVeR
807,Mathematics For Computer Science,Introduction to Discrete Mathematics for Computer Science,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/discrete-mathematics
808,Mathematics For Computer Science,Discrete Mathematics Tutorial,https://www.tutorialspoint.com/discrete_mathematics/index.htm
809,MATLAB,Introduction to Programming with MATLAB,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/matlab
810,MATLAB,Advance MATLAB Data Types and Data Structures,https://www.simpliv.com/developmenttool/advance-matlab-data-types-and-data-structures
811,Mercurial,Hg Init: a Mercurial tutorial by Joel Spolsky,http://hginit.com/
812,Mercurial,Mercurial: The Definitive Guide,http://hgbook.red-bean.com/read/
813,Meteor,Your First Meteor Application,http://meteortips.com/book/
814,Meteor,Official Meteor Tutorial,https://www.meteor.com/install
815,Microservices,"Scaling Microservices with Message Queues, Spring Boot and Kubernetes",https://learnk8s.io/blog/scaling-spring-boot-microservices
816,Microservices,Microservices Software Architecture: Patterns and Techniques,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/microservices-software-architecture-patterns-and-techniques
817,Microservices,Exploring Microservices,https://www.manning.com/books/exploring-microservices?a_aid=hackrio
818,Microservices,Learn To Build Microservices Driven Apps,https://www.eduonix.com/microservices-using-nodejs
819,Microservices,MicroServices using Spring Boot & Spring Cloud – Part 1,https://sivalabs.in/2018/03/microservices-using-springboot-spring-cloud-part-1-overview/
820,Microsoft Azure,Cloud Application Architecture Guide,https://azure.microsoft.com/en-us/campaigns/cloud-application-architecture-guide
821,Microsoft Azure,Reactor Events Tutorial: Azure Function,https://www.ably.io/tutorials/reactor-event-azure
822,Microsoft Azure,Microsoft Azure Fundamentals,https://www.manipalprolearn.com/programs/microsoft-azure-fundamentals
823,Microsoft Azure,70-532 Developing Microsoft Azure Solutions Certification,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/70532-azure/
824,Microsoft Azure,70-533 Implementing Microsoft Azure Infrastructure Solutions,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/70533-azure/
825,Microsoft Azure,Azure Kubernetes Service,https://docs.microsoft.com/en-us/azure/aks
826,Microsoft Azure, Microsoft Azure Fundamentals,http://www.microsoftvirtualacademy.com/training-courses/microsoft-azure-fundamentals
827,Microsoft Azure,70-534 Architecting Microsoft Azure Solutions Certification,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/70534-azure/
828,Microsoft Azure,Hands-On DevOps on Azure ,https://www.packtpub.com/virtualization-and-cloud/hands-devops-azure-video
829,Microsoft Azure,Microsoft Azure Training Library,https://cloudacademy.com/library/azure
830,MongoDB,The MongoDB Manual,http://docs.mongodb.org/manual/
831,MongoDB,MongoDB for Beginners Tutorials,http://www.youtube.com/playlist?list=PL6gx4Cwl9DGDQ5DrbIl20Zu9hx1IjeVhO
832,MongoDB,The Complete Developer's Guide to MongoDB,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-developers-guide-to-mongodb/
833,MongoDB,MongoDB Tutorial for Beginners,https://www.youtube.com/playlist?list=PL4cUxeGkcC9jpvoYriLI0bY8DOgWZfi6u
834,Meteor,Learn MeteorJS By Building 10 Real World Projects,https://www.eduonix.com/courses/Web-Development/Learn-MeteorJS-By-Building-10-Real-World-Projects
835,Meteor,Meteor 1.3 With ReactJS,https://www.codementor.io/ethaan/using-meteor-and-react-pt2-du107yhd1
836,Meteor,Meteor For Everyone,https://www.youtube.com/playlist?list=PLLnpHn493BHECNl9I8gwos-hEfFrer7TV
837,MongoDB,Введение в MongoDB,https://www.intuit.ru/studies/courses/3540/782/info
838,MongoDB,The Little MongoDB Book,http://openmymind.net/2011/3/28/The-Little-MongoDB-Book/
839,Microservices,Microservices in Action,https://www.manning.com/books/microservices-in-action?a_aid=hackrio
840,Microservices,Microservices Patterns,https://www.manning.com/books/microservices-patterns?a_aid=hackrio
841,Microsoft Azure, Microsoft Azure Fundamentals: Websites,http://www.microsoftvirtualacademy.com/training-courses/microsoft-azure-fundamentals-websites
842,Microservices,Building Resilient Microservices with Spring Boot,http://codeboje.de/spring-boot-intermediate-microservices/
843,MongoDB,MongoDB for Node.js Developers,https://university.mongodb.com/courses/M101JS/about
844,MongoDB,MongoDB - noSQL Database | Tutorial,https://www.youtube.com/playlist?list=PLLAZ4kZ9dFpOFJ9JcVW9u4PlSWO-VFoao
845,MongoDB,Learn You Mongo,https://github.com/evanlucas/learnyoumongo
846,MongoDB,NoSQL Databases (General),http://www.christof-strauch.de/nosqldbs.pdf
847,MongoDB,MongoDB - The Complete Developer's Guide,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/mongodb-the-complete-developers-guide
848,Nginx,agentzh's Nginx Tutorials,http://openresty.org/download/agentzh-nginx-tutorials-en.html
849,Nginx,Load Balancing with Nginx,https://serversforhackers.com/t/proxies
850,Nginx,NGINX Beginner’s Guide (official docs),http://nginx.org/en/docs/beginners_guide.html
851,Nginx,Nginx 2018 - Beginner to Advanced,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/nginx-beginner-to-advanced
852,Nginx,Practical Nginx The Zero to Hero Guide,https://www.eduonix.com/courses/Software-Development/practical-nginx-the-zero-to-hero-guide
853,MySQL,Get Started with SQL Programming,http://www.ntu.edu.sg/home/ehchua/programming/sql/MySQL_HowTo.html
854,MySQL,Managing Big Data with MySQL,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/analytics-mysql
855,MySQL,Learn MySQL,https://www.pluralsight.com/paths/mysql
856,MySQL,MySQL 5.0 Reference Manual,http://dev.mysql.com/doc/refman/5.0/en/preface.html
857,MySQL,MySQL Tutorial,https://www.w3resource.com/mysql/mysql-tutorials.php
858,MySQL,A Basic MySQL Tutorial,https://www.digitalocean.com/community/tutorials/a-basic-mysql-tutorial
859,MySQL,The Complete MySQL Developer Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-mysql-developer-course/
860,MySQL,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/
861,MySQL, MySQL Database Tutorial ,https://www.youtube.com/playlist?list=PL32BC9C878BA72085
862,NativeScript,Mobile App Development with NativeScript,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/nativescript
863,NativeScript,Official NativeScript Getting Started Guide,https://docs.nativescript.org/tutorial/chapter-0
864,NativeScript,NativeScript 101: A Quickstart to Building Mobile Apps,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/nativescript-101-a-quickstart-to-building-mobile-apps
865,NativeScript,Learn NativeScript,https://www.youtube.com/playlist?list=PLPwbI_iIX3aS0_AcjiIEgVoEEEUhk0Bs5
866,Nginx,Nginx Log Analysis with ELK and Redis,https://labex.io/courses/4
867,Nginx,Nginx for Developers: An Introduction,http://carrot.is/coding/nginx_introduction
868,NativeScript,Introduction to NativeScript,https://www.lynda.com/JavaScript-tutorials/Introduction-NativeScript/564549/620384-4.html
869,MySQL,Crash Course on MySQL,https://sysadmincasts.com/episodes/38-crash-course-on-mysql
870,Nim,Nim Tutorial (official docs),https://nim-lang.org/docs/tut1.html
871,Node.js,Build a Node.js Project from Scratch,http://anotheruiguy.gitbooks.io/nodeexpreslibsass_from-scratch/content/
872,Node.js,Learn and Understand NodeJS,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/understand-nodejs/
873,Node.js,"Server-side Development with NodeJS, Express and MongoDB",https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/server-side-development
874,Node.js,Node JS Tutorial for Beginners,https://www.youtube.com/playlist?list=PL4cUxeGkcC9gcy9lrvMJ75z9maRw4byYp
875,Node.js,Node.js Basics,https://www.youtube.com/playlist?list=PL55RiY5tL51oGJorjEgl6NVeDbx_fO5jR
876,Node.js,Node Tuts,http://nodetuts.com/
877,Node.js,The Complete Node.js Developer Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-nodejs-developer-course-2
878,Node.js,Node.js Tutorial for Beginners,https://www.youtube.com/watch?v=-u-j7uqU7sI&list=PL6gx4Cwl9DGBMdkKFn3HasZnnAqVjzHn_
879,Node.js,Code with Node: Learn by Doing,https://www.devsprout.io/code-with-node
880,Objective-C,iOS 11 and Xcode 9 - Complete Swift 4 & Objective-C Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/ios-11-xcode-9-swift-4
881,Objective-C,Ry’s Objective-C Tutorial,http://web.archive.org/web/20161119104000/http://rypress.com:80/tutorials/objective-c/index
882,Objective-C,Try Objective-C,https://www.pluralsight.com/courses/objective-c
883,Objective-C,Objective C Tutorial (by Derek Banas),https://www.youtube.com/watch?v=5esQqZIJ83g
884,OCaml,Try OCaml,https://try.ocamlpro.com/
885,OCaml,Learn X in Y minutes Where X = OCaml,https://learnxinyminutes.com/docs/ocaml/
886,OCaml,OCaml tutorials (official docs),https://ocaml.org/learn/tutorials/
887,OCaml,Unix system programming in OCaml,http://ocaml.github.io/ocamlunix/
888,Nim,NIm by Example,https://nim-by-example.github.io/getting_started/
889,Nim,Nim in Action,https://www.manning.com/books/nim-in-action?a_aid=hackrio
890,Nim,Nim Basics,https://narimiran.github.io/nim-basics
891,Node.js,Node with React: Fullstack Web Development,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/node-with-react-fullstack-web-development/
892,Node.js,Implementing a WebSocket server with Node.js,https://hackernoon.com/implementing-a-websocket-server-with-node-js-d9b78ec5ffa8
893,Objective-C,Learn Objective-C,https://code.tutsplus.com/series/learn-objective-c--mobile-22891
894,Nim,How I Start Nim,http://howistart.org/posts/nim/1/index.html
895,OpenCV,Digital Image Processing,http://nptel.ac.in/courses/106105032/
896,OpenCV,Computer Vision Foundation,https://udacity.com/course/computer-vision-nanodegree--nd889-incv
897,OpenCV,OpenCV Tutorials,https://www.youtube.com/playlist?list=PLpV2_Uaul7v_i88gZRwIwPgNGpakZnOhs
898,OpenCV,OpenCV Face Recognition,https://www.pyimagesearch.com/2018/09/24/opencv-face-recognition
899,OpenCV,Some OpenCV Tutorials,http://www.aishack.in/category/opencv/
900,OpenCV,Learning OpenCV 3: Computer Vision in C++ with the OpenCV Library,https://www.amazon.com/Learning-OpenCV-Computer-Vision-Library/dp/1491937998/?tag=hackr-20
901,OpenCV,Introduction to Computer Vision | Master OpenCV 3 in Python,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/master-computer-vision-with-opencv-in-python/
902,OpenCV,Learn Computer Vision with OpenCV Library using Python,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/pythoncv/
903,Perl,Modern Perl 2014,http://modernperlbooks.com/books/modern_perl_2014/
904,Perl,Beginning Perl,http://www.perl.org/books/beginning-perl/
905,Perl, Perl Tutorial Hub,http://perl-tutorial.org/
906,Perl,Higher-Order Perl,https://hop.perl.plover.com/book/
907,Perl, Fundamentals of Perl Programming,https://alison.com/courses/fundamentals-of-perl-programming/content
908,Operating Systems,Introduction to Operating Systems,https://in.udacity.com/course/introduction-to-operating-systems--ud923
909,Operating Systems,Operating Systems Tutorial ,https://www.geeksforgeeks.org/operating-systems
910,Operating Systems,Hack The Kernel,https://www.ops-class.org
911,Operating Systems,Operating Systems: Three Easy Pieces,http://pages.cs.wisc.edu/~remzi/OSTEP
912,Operating Systems,Operating Systems Introduction,https://www.w3schools.in/operating-system-tutorial/intro
913,Operating Systems,Introduction to Operating Systems,https://www.studytonight.com/operating-system/introduction-operating-systems
914,OpenCV,OpenCV Tutorials (official docs),http://docs.opencv.org/3.3.0/d9/df8/tutorial_root.html
915,OpenCV,Computer Vision,http://www.cse.iitm.ac.in/~vplab/computer_vision.html
916,OpenGL,Modern OpenGL Tutorials,http://ogldev.atspace.co.uk/
917,OpenGL,Basics of using OpenGL,https://open.gl/
918,OpenGL,Learn OpenGL,http://learnopengl.com/
919,OpenGL,opengl-tutorial,http://www.opengl-tutorial.org/
920,Perl,Perl Introduction,https://www.codesdope.com/perl-introduction
921,PostgreSQL,PostgreSQL Exercises,https://pgexercises.com/
922,PostgreSQL,The Complete Python & PostgreSQL Developer Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-python-postgresql-developer-course/
923,PostgreSQL,Python PostgreSQL Tutorial Using Psycopg2,https://pynative.com/python-postgresql-tutorial
924,PostgreSQL,PostgreSQL Tutorial,https://www.javatpoint.com/postgresql-tutorial
925,PostgreSQL,Learn Database Design using PostgreSQL,https://www.eduonix.com/courses/Web-Development/Learn-Database-Design-using-PostgreSQL
926,Perl,Perl for Newbies,http://perl-begin.org/tutorials/perl-for-newbies/
927,Perl,Think Perl 6,http://greenteapress.com/wp/think-perl-6/
928,Perl,Learn Perl 5 By Doing It,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/perltutorial/
929,Perl,Mastering Perl,http://chimera.labs.oreilly.com/books/1234000001527/index.html
930,Perl,Extreme Perl,http://www.extremeperl.org/bk/home
931,PHP,Introduction to Programming with PHP,https://devscreencast.com/courses/introduction-to-programming-with-php
932,PHP,PHP The Right Way,http://www.phptherightway.com/
933,PHP,PHP Tutorial,http://www.nusphere.com/php/php_tutorial.htm
934,PHP,The complete PHP 5 tutorial,http://www.php5-tutorial.com/
935,PHP,PHP Front To Back,https://www.youtube.com/playlist?list=PLillGF-Rfqbap2IB6ZS4BBBcYPagAjpjn
936,Phalcon,Learn Phalcon Php Framework from Scratch,https://www.eduonix.com/learn-phalcon-php-framework-from-scratch
937,Phalcon,Phalcon Official Docs,https://docs.phalconphp.com/zh/3.2/tutorial-base
938,Phalcon,Learn Phalcon (Basics to Creating a Shopping Cart),https://www.learnphalcon.com
939,Phalcon,Phalcon Tutorial,https://www.javatpoint.com/phalcon-tutorial
940,Phalcon,The Complete Phalcon Tutorial for Beginners,https://www.hostinger.in/tutorials/phalcon-tutorial
941,PHP, PHP Tutorials by TheNewBoston,https://www.youtube.com/playlist?list=PL442FA2C127377F07
942,PHP,Object-oriented PHP,https://phpenthusiast.com
943,PHP,PHP The Wrong Way,http://www.phpthewrongway.com/
944,PHP, PHP Programming Tutorials ,https://www.youtube.com/playlist?list=PL67D94BE42620925B
945,PHP,PHP Tutorial,https://www.sololearn.com/Course/PHP/
946,Polymer,Learn and Build using Polymer,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-and-build-using-polymer/
947,Polymer,An Introduction to Polymer,https://www.youtube.com/playlist?list=PLLnpHn493BHHbOWwQxtGCVfEgWZxxofyA
948,Polymer,Learning Polymer,https://www.linkedin.com/learning/learning-polymer/
949,PostgreSQL,Interactive PostgreSQL SQL Tutorial,https://chartio.com/learn/sql/
950,PostgreSQL,PostgreSQL Tutorial (official docs),http://www.postgresql.org/docs/current/static/tutorial.html
951,PostgreSQL,PostgreSQL Tutorial,https://www.tutorialspoint.com/postgresql/index.htm
952,PostgreSQL,PostgreSQL Tutorial,http://postgresqltutorial.com
953,PostgreSQL, Postgres Guide,http://www.postgresguide.com
954,PHP, PHP Tutorials,https://www.youtube.com/playlist?list=PLB62A1B486A575897
955,PowerShell,Learning Windows PowerShell,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learning-windows-powershell/
956,PowerShell,Windows PowerShell Basics,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/windows-powershell-basics-0
957,PowerShell,Powershell For Beginners,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/windows-powershell
958,PowerShell,Learn Windows PowerShell in a Month of Lunches - Third Edition,https://www.manning.com/books/learn-windows-powershell-in-a-month-of-lunches-third-edition?a_aid=hackrio
959,PowerShell,Learn PowerShell Toolmaking in a Month of Lunches,https://www.manning.com/books/learn-powershell-toolmaking-in-a-month-of-lunches?a_aid=hackrio
960,Puppet,Build your own Manageable Puppet Infrastructure,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/manageable-puppet-infrastructure/
